model,dataset,n,temp,n_graded,n_skipped,k,pass_at_k
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,math_eval.jsonl,64,0.8,100,0,8,0.510300
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,math_eval.jsonl,64,0.8,100,0,16,0.557196
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,math_eval.jsonl,64,0.8,100,0,32,0.604977
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,math_eval.jsonl,64,0.8,100,0,64,0.670000
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,gsm8k_eval.jsonl,64,0.8,100,0,1,0.638438
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,gsm8k_eval.jsonl,64,0.8,100,0,2,0.790342
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,gsm8k_eval.jsonl,64,0.8,100,0,4,0.878318
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,gsm8k_eval.jsonl,64,0.8,100,0,8,0.927806
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,gsm8k_eval.jsonl,64,0.8,100,0,16,0.954712
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,gsm8k_eval.jsonl,64,0.8,100,0,32,0.968745
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,gsm8k_eval.jsonl,64,0.8,100,0,64,0.980000
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,olympiad_eval.jsonl,64,0.8,100,0,1,0.128438
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,olympiad_eval.jsonl,64,0.8,100,0,2,0.170650
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,olympiad_eval.jsonl,64,0.8,100,0,4,0.210759
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,olympiad_eval.jsonl,64,0.8,100,0,8,0.247749
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,olympiad_eval.jsonl,64,0.8,100,0,16,0.285087
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,olympiad_eval.jsonl,64,0.8,100,0,32,0.326338
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/jsd_math_hard_s123/ckpt_best,olympiad_eval.jsonl,64,0.8,100,0,64,0.360000
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,math_eval.jsonl,64,0.8,100,0,1,0.298906
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,math_eval.jsonl,64,0.8,100,0,2,0.387966
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,math_eval.jsonl,64,0.8,100,0,4,0.459821
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,math_eval.jsonl,64,0.8,100,0,8,0.517534
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,math_eval.jsonl,64,0.8,100,0,16,0.566814
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,math_eval.jsonl,64,0.8,100,0,32,0.617118
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,math_eval.jsonl,64,0.8,100,0,64,0.670000
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,gsm8k_eval.jsonl,64,0.8,100,0,1,0.655156
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,gsm8k_eval.jsonl,64,0.8,100,0,2,0.800387
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,gsm8k_eval.jsonl,64,0.8,100,0,4,0.884441
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,gsm8k_eval.jsonl,64,0.8,100,0,8,0.932508
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,gsm8k_eval.jsonl,64,0.8,100,0,16,0.959769
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,gsm8k_eval.jsonl,64,0.8,100,0,32,0.974345
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,gsm8k_eval.jsonl,64,0.8,100,0,64,0.990000
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,olympiad_eval.jsonl,64,0.8,100,0,1,0.126562
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,olympiad_eval.jsonl,64,0.8,100,0,2,0.167941
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,olympiad_eval.jsonl,64,0.8,100,0,4,0.206232
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,olympiad_eval.jsonl,64,0.8,100,0,8,0.241975
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,olympiad_eval.jsonl,64,0.8,100,0,16,0.277565
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,olympiad_eval.jsonl,64,0.8,100,0,32,0.312899
/sensei-fs-3/users/rkrishna/Qwen32B-Qwen1.7B/checkpoints/enrich_K3_math_hard_s123/ckpt_best,olympiad_eval.jsonl,64,0.8,100,0,64,0.340000
/sensei-fs-3/users/rkrishna/checkpoints/po_mh_prob_warm_anneal_lr1e5/ckpt_latest/,math_eval.jsonl,64,0.8,100,0,1,0.185781
/sensei-fs-3/users/rkrishna/checkpoints/po_mh_prob_warm_anneal_lr1e5/ckpt_latest/,math_eval.jsonl,64,0.8,100,0,2,0.247411
/sensei-fs-3/users/rkrishna/checkpoints/po_mh_prob_warm_anneal_lr1e5/ckpt_latest/,math_eval.jsonl,64,0.8,100,0,4,0.310898
/sensei-fs-3/users/rkrishna/checkpoints/po_mh_prob_warm_anneal_lr1e5/ckpt_latest/,math_eval.jsonl,64,0.8,100,0,8,0.373931
/sensei-fs-3/users/rkrishna/checkpoints/po_mh_prob_warm_anneal_lr1e5/ckpt_latest/,math_eval.jsonl,64,0.8,100,0,16,0.432126
/sensei-fs-3/users/rkrishna/checkpoints/po_mh_prob_warm_anneal_lr1e5/ckpt_latest/,math_eval.jsonl,64,0.8,100,0,32,0.478121
/sensei-fs-3/users/rkrishna/checkpoints/po_mh_prob_warm_anneal_lr1e5/ckpt_latest/,math_eval.jsonl,64,0.8,100,0,64,0.510000
