timestamp,checkpoint,dataset,mode,K,L,n_prompts,skipped_prompts,target_calls,block_eff,throughput_tok_s,time_per_call_ms,time_per_token_ms,avg_tree_nodes,total_gen_tokens,total_time_s,time_draft_s,time_target_s,time_verify_s,time_cache_s,time_tokenizer_s,gpu_sm_util_avg_pct,gpu_mem_util_avg_pct,gpu_vram_peak_mb,gpu_pcie_tx_avg_kbs,gpu_pcie_rx_avg_kbs,gpu_nvlink_tx_avg_kbs,gpu_nvlink_rx_avg_kbs,cpu_util_avg_pct,torch_vram_alloc_mb,torch_vram_reserv_mb,device,seed,dtype,cpu_threads_used,machine_gpu,machine_gpu_count,machine_gpu_vram_gb,machine_driver,machine_cpu_logical_cores,machine_cpu_physical_cores,machine_ram_gb,machine_os,attn_backend,training_wandb_url,L1
2026-06-22T03:30:26,checkpoints/jsd_flat_enrich_K1_mathhard_s123/ckpt_best,math_eval,traversal,3,8,100,0,2243,5.853321,15.3767,380.661,65.033,16.7637,13129,853.82,694.5,113.711,5.303,31.04,0.05,26.7,4.5,19988,15072,80080,,,10.3,16770.9,17858,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/hjlsg2cr,0
2026-06-22T04:21:59,checkpoints/jsd_flat_enrich_K1_mathhard_s123/ckpt_best,math_eval,traversal,4,8,100,0,2244,5.832888,15.2518,382.438,65.566,20.3988,13089,858.19,696.877,114.514,6.248,31.315,0.048,27,4.7,20094,16165,78406,,,9.4,16770.9,17964,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/hjlsg2cr,0
2026-06-23T12:43:14,checkpoints/jsd_flat_enrich_K1_mathhard_s456/ckpt_best,math_eval,traversal,1,8,100,0,2169,6.065468,16.7784,361.505,59.601,9,13156,784.1,637.403,106.306,2.545,29.403,0.042,25.1,4.5,19490,14663,79065,,,4.2,16770.9,17782,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/mekhfoy6,0
2026-06-23T15:05:07,checkpoints/jsd_flat_enrich_K1_mathhard_s456/ckpt_best,math_eval,traversal,2,8,100,0,2147,6.111318,16.7319,365.251,59.766,13.0862,13121,784.19,637.801,105.248,3.74,29.058,0.042,27.2,4.6,19540,15961,84164,,,5.3,16782.5,17832,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/mekhfoy6,0
2026-06-23T17:34:16,checkpoints/jsd_flat_enrich_K1_mathhard_s456/ckpt_best,math_eval,traversal,3,8,100,0,2172,6.054788,16.7004,362.553,59.879,16.6446,13151,787.47,640.468,105.279,4.616,28.847,0.039,27.9,4.9,19628,16093,85103,,,5.2,16803.5,17920,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/mekhfoy6,0
2026-06-25T19:49:17,checkpoints/jsd_flat_enrich_K1_mathhard_s456/ckpt_best,math_eval,traversal,4,8,1000,0,22162,5.923157,14.1014,420.041,70.915,20.1008,131269,9308.95,7743.622,1107.030,60.882,303.795,0.391,24.8,4.2,44968,15278,78118,,,9.7,16770.9,21416.0,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa+flash_attention_2 (flash_attn-2.8.3.post1),0
2026-06-23T02:50:08,checkpoints/jsd_flat_enrich_K3_mathhard_s123/ckpt_best,math_eval,traversal,1,8,100,0,2119,6.212836,17.938,346.351,55.748,9,13165,733.92,596.789,98.529,2.299,28.239,0.038,26.1,4.8,19015,16120,85149,,,5.2,16770.9,17728,cuda:1,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/4whq9rs9,0
2026-06-23T07:13:55,checkpoints/jsd_flat_enrich_K3_mathhard_s123/ckpt_best,math_eval,traversal,2,8,100,0,2130,6.16338,17.1695,358.974,58.243,12.7995,13128,764.61,622.323,102.129,3.434,28.51,0.041,27.6,4.8,19143,16140,85975,,,5,16791.8,17856,cuda:1,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/4whq9rs9,0
2026-06-23T09:40:22,checkpoints/jsd_flat_enrich_K3_mathhard_s123/ckpt_best,math_eval,traversal,3,8,100,0,2113,6.215807,17.4087,357.052,57.443,16.6001,13134,754.45,613.041,100.707,4.324,28.284,0.037,28.2,5.1,19227,15368,86546,,,4.3,16805.8,17940,cuda:1,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/4whq9rs9,0
2026-06-23T12:24:21,checkpoints/jsd_flat_enrich_K3_mathhard_s123/ckpt_best,math_eval,traversal,4,8,100,0,2226,5.89398,15.8232,372.489,63.198,20.0809,13120,829.16,672.87,111.371,6.101,30.35,0.039,27.1,4.8,19367,15516,81529,,,4.3,16819.8,18080,cuda:1,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/4whq9rs9,0
2026-06-23T07:18:34,checkpoints/jsd_flat_enrich_K3_mathhard_s123_ttemp1.5/ckpt_best,math_eval,traversal,1,8,100,0,2142,6.128385,17.6426,347.363,56.681,9,13127,744.05,605.162,100.016,2.387,28.402,0.039,26.9,5,19027,15606,83851,,,5.2,16770.9,17740,cuda:3,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/7auspodd,0
2026-06-23T10:11:06,checkpoints/jsd_flat_enrich_K3_mathhard_s123_ttemp1.5/ckpt_best,math_eval,traversal,2,8,100,0,2131,6.16565,16.7994,367.016,59.526,13.297,13139,782.11,637.457,104.114,3.55,28.651,0.037,27.7,4.6,19061,15519,83549,,,4.7,16770.9,17774,cuda:3,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/7auspodd,0
2026-06-23T13:32:08,checkpoints/jsd_flat_enrich_K3_mathhard_s123_ttemp1.5/ckpt_best,math_eval,traversal,3,8,100,0,2148,6.094972,17.0482,357.515,58.657,16.7155,13092,767.94,623.809,102.504,4.606,28.898,0.038,28.5,5,19195,16426,86107,,,5.4,16803.5,17908,cuda:3,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/7auspodd,0
2026-06-23T16:06:53,checkpoints/jsd_flat_enrich_K3_mathhard_s123_ttemp1.5/ckpt_best,math_eval,traversal,4,8,100,0,2241,5.84739,15.8981,367.805,62.901,20.3896,13104,824.25,668.24,110.869,6.228,30.56,0.039,28.1,5.2,19275,15757,84021,,,5.3,16770.9,17988,cuda:3,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/7auspodd,0
2026-06-24T09:38:33,checkpoints/jsd_flat_enrich_K3_mathhard_s456/ckpt_best,math_eval,traversal,1,8,100,0,2147,6.108524,16.6513,366.850,60.055,9.0000,13115,787.63,641.027,106.140,2.535,29.220,0.040,24.5,4.3,19071,15284,78590,,,8.6,16770.9,17784.0,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/lb5m8j9f,0
2026-06-25T11:46:42,checkpoints/jsd_flat_enrich_K3_mathhard_s456/ckpt_best,math_eval,traversal,2,8,1000,0,21872,6.004755,16.4426,365.195,60.818,13.0723,131336,7987.55,6505.187,1063.466,37.623,297.738,0.369,27.4,4.7,22523,15976,86950,,,6.1,16770.9,21236.0,cuda:1,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,0
2026-06-24T16:10:35,checkpoints/jsd_flat_enrich_K3_mathhard_s456/ckpt_best,math_eval,traversal,3,8,1000,0,21940,5.991158,16.4502,364.201,60.790,16.4990,131446,7990.56,6491.504,1072.213,46.990,296.149,0.382,28.0,5.0,22055,16040,86866,,,6.5,16770.9,20768.0,cuda:1,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/lb5m8j9f,0
2026-06-26T05:11:42,checkpoints/jsd_flat_enrich_K3_mathhard_s456/ckpt_best,math_eval,traversal,4,8,1000,0,22195,5.920117,13.8755,426.659,72.069,19.8267,131397,9469.71,7879.729,1127.389,61.737,306.260,0.390,24.7,4.1,44968,14869,76534,,,8.0,16770.9,21418.0,cuda:1,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa+flash_attention_2 (flash_attn-2.8.3.post1),0
2026-06-22T01:15:51,checkpoints/jsd_mathhard_s123/ckpt_best,math_eval,traversal,1,8,100,0,2197,5.972235,16.3997,364.167,60.977,9,13121,800.07,650.437,107.389,2.727,29.894,0.034,24.7,4.5,19115,14812,78753,,,8.7,16770.9,17828,cuda:2,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/1heslnth,0
2026-06-22T01:59:01,checkpoints/jsd_mathhard_s123/ckpt_best,math_eval,traversal,2,8,100,0,2218,5.919748,15.6502,378.254,63.897,13.2876,13130,838.97,684.113,110.49,4.126,31.035,0.05,26.6,4.6,19061,15201,84851,,,10.3,16770.9,17774,cuda:2,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/1heslnth,0
2026-06-22T03:30:54,checkpoints/jsd_mathhard_s123/ckpt_best,math_eval,traversal,3,8,100,0,2231,5.89377,15.2021,387.693,65.78,16.9812,13149,864.94,704.24,114.755,5.345,31.192,0.049,25.9,4.5,19121,14863,79072,,,10.3,16770.9,17834,cuda:2,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/1heslnth,0
2026-06-22T04:22:28,checkpoints/jsd_mathhard_s123/ckpt_best,math_eval,traversal,4,8,100,0,2321,5.662215,14.6229,387.215,68.386,20.7811,13142,898.73,729.047,120.288,7.027,32.86,0.049,26.3,4.8,19277,15766,78504,,,9.4,16770.9,17990,cuda:2,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/1heslnth,0
2026-06-23T14:13:59,checkpoints/jsd_mathhard_s456/ckpt_best,math_eval,traversal,1,8,100,0,2188,6.010512,16.9006,355.638,59.169,9,13151,778.14,632.24,105.535,2.549,29.496,0.041,25.5,4.7,19055,15462,82532,,,5.4,16770.9,17768,cuda:1,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/d6homdte,0
2026-06-23T16:03:09,checkpoints/jsd_mathhard_s456/ckpt_best,math_eval,traversal,2,8,100,0,2171,6.054813,16.4239,368.658,60.887,13.1294,13145,800.36,651.333,107.08,3.756,29.786,0.041,27.1,4.5,19059,15945,83484,,,5.2,16770.9,17772,cuda:1,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/d6homdte,0
2026-06-23T19:59:09,checkpoints/jsd_mathhard_s456/ckpt_best,math_eval,traversal,3,8,100,0,2200,5.980455,17.11,349.529,58.445,16.5418,13157,768.96,624.757,102.822,4.494,28.932,0.037,29.1,5.4,19215,16659,85682,,,3.1,16801.1,17928,cuda:1,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,https://wandb.ai/rmukund16-indian-institute-of-technology-hyderabad/distillspec-pipeline/runs/d6homdte,0
2026-06-26T05:13:18,checkpoints/jsd_mathhard_s456/ckpt_best,math_eval,traversal,4,8,1000,0,22241,5.901848,13.8159,427.179,72.381,19.8043,131263,9500.89,7902.836,1131.500,61.997,309.712,0.396,24.6,4.1,44984,14791,75248,,,8.1,16770.9,21436.0,cuda:3,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa+flash_attention_2 (flash_attn-2.8.3.post1),0
2026-06-26T19:32:18,/home/colligo/Distill-Spec-Research/checkpoints/jsd_flat_enrich_K1_mathhard_s123/ckpt_best,math_eval,traversal_dAdapt,2,8,100,0,2173,6.061206,6.3694,951.62,157.002,10.8058,13171,2067.87,1443.355,260.804,18.353,324.381,0.114,99.9,6.1,55636,25828,140034,,,73,16770.9,17774,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,0
2026-06-26T22:53:15,/home/colligo/Distill-Spec-Research/checkpoints/jsd_flat_enrich_K1_mathhard_s123/ckpt_best,math_eval,traversal_dAdapt,3,8,100,0,2165,6.061432,8.9597,676.52,111.611,12.0503,13123,1464.67,862.567,205.208,21.754,363.044,0.045,99.5,8.7,55860,27895,159933,,,4.2,16770.9,17834,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,0
2026-06-27T01:45:49,/home/colligo/Distill-Spec-Research/checkpoints/jsd_flat_enrich_K1_mathhard_s123/ckpt_best,math_eval,traversal_dAdapt,4,8,100,0,2166,6.044783,7.9036,764.813,126.525,13.3943,13093,1656.59,1033.48,234.733,23.906,350.42,0.066,99.9,7.7,56228,26476,147490,,,42.9,16770.9,17990,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,0
2026-06-26T19:34:02,/home/colligo/Distill-Spec-Research/checkpoints/jsd_flat_enrich_K3_mathhard_s123/ckpt_best,math_eval,traversal_dAdapt,2,8,100,0,2107,6.240626,6.5334,955.186,153.059,10.6089,13149,2012.58,1404.01,251.585,16.793,320.795,0.118,100,6.1,55636,23447,139202,,,73,16770.9,17772,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,0
2026-06-26T22:48:53,/home/colligo/Distill-Spec-Research/checkpoints/jsd_flat_enrich_K3_mathhard_s123/ckpt_best,math_eval,traversal_dAdapt,3,8,100,0,2121,6.181047,9.1981,671.99,108.718,12.0561,13110,1425.29,839.809,198.977,20.365,354.167,0.043,99.6,8.7,55860,29459,179838,,,4.3,16770.9,17856,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,0
2026-06-27T01:39:09,/home/colligo/Distill-Spec-Research/checkpoints/jsd_flat_enrich_K3_mathhard_s123/ckpt_best,math_eval,traversal_dAdapt,4,8,100,0,2139,6.152875,8.1817,752.03,122.224,13.5446,13161,1608.59,1001.174,227.472,22.95,343.386,0.062,99.8,7.7,56228,29348,176387,,,42.5,16770.9,17970,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,0
2026-06-26T19:31:57,/home/colligo/Distill-Spec-Research/checkpoints/jsd_mathhard_s123/ckpt_best,math_eval,traversal_dAdapt,2,8,100,0,2251,5.835184,6.3883,913.419,156.536,10.7592,13135,2056.11,1422.403,259.313,20.306,334.656,0.115,99.9,6.1,55636,25587,164553,,,73.1,16770.9,17772,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,0
2026-06-26T22:48:41,/home/colligo/Distill-Spec-Research/checkpoints/jsd_mathhard_s123/ckpt_best,math_eval,traversal_dAdapt,3,8,100,0,2184,6.007784,8.9964,667.801,111.156,12.0041,13121,1458.48,852.359,205.126,22.098,366.876,0.044,99.6,8.6,55860,31042,191977,,,4.3,16770.9,17852,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,0
2026-06-27T01:41:32,/home/colligo/Distill-Spec-Research/checkpoints/jsd_mathhard_s123/ckpt_best,math_eval,traversal_dAdapt,4,8,100,0,2187,5.977595,8.0027,746.951,124.958,13.7782,13073,1633.58,1008.501,235.998,25.67,349.653,0.06,99.9,7.7,56228,28058,160258,,,42.6,16770.9,17950,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,0
2026-06-26T17:06:56,/home/colligo/Distill-Spec-Research/checkpoints/jsd_flat_enrich_K1_mathhard_s123/ckpt_best,math_eval,traversal_dL2,2,8,100,0,2150,6.110698,8.8747,688.552,112.68,11.4009,13138,1480.39,892.016,195.574,20.317,360.348,0.047,99.4,8,55612,81200,421786,,,12.8,16770.9,17772,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,2
2026-06-26T20:46:20,/home/colligo/Distill-Spec-Research/checkpoints/jsd_flat_enrich_K1_mathhard_s123/ckpt_best,math_eval,traversal_dL2,3,8,100,0,2147,6.11551,6.3032,970.221,158.649,13.4918,13130,2083.06,1432.683,280.722,24.138,326.971,0.117,99.7,6.3,55842,24716,123851,,,66.9,16770.9,17856,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,2
2026-06-26T23:48:36,/home/colligo/Distill-Spec-Research/checkpoints/jsd_flat_enrich_K1_mathhard_s123/ckpt_best,math_eval,traversal_dL2,4,8,100,0,2191,6.001826,8.3641,717.57,119.559,15.4153,13150,1572.2,915.559,239.925,30.348,374.141,0.045,99.4,8.3,56248,28132,160968,,,4.2,16770.9,17992,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,2
2026-06-26T17:08:16,/home/colligo/Distill-Spec-Research/checkpoints/jsd_flat_enrich_K3_mathhard_s123/ckpt_best,math_eval,traversal_dL2,2,8,100,0,2124,6.179849,8.7785,703.978,113.915,11.4656,13126,1495.25,909.488,196.899,19.523,356.926,0.048,99.5,8.1,55612,86680,457721,,,12.8,16770.9,17770,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,2
2026-06-26T20:46:38,/home/colligo/Distill-Spec-Research/checkpoints/jsd_flat_enrich_K3_mathhard_s123/ckpt_best,math_eval,traversal_dL2,3,8,100,0,2113,6.199243,6.3051,983.205,158.601,13.6843,13099,2077.51,1429.911,280.869,24.18,323.272,0.124,99.8,6.2,55842,23804,114312,,,67.4,16770.9,17834,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,2
2026-06-26T23:43:44,/home/colligo/Distill-Spec-Research/checkpoints/jsd_flat_enrich_K3_mathhard_s123/ckpt_best,math_eval,traversal_dL2,4,8,99,1,2132,6.103659,8.6051,709.31,116.211,15.7603,13013,1512.25,870.966,235.047,29.63,361.06,0.046,99.3,8.3,56248,30658,183576,,,4.2,16770.9,17970,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,2
2026-06-26T17:05:53,/home/colligo/Distill-Spec-Research/checkpoints/jsd_mathhard_s123/ckpt_best,math_eval,traversal_dL2,2,8,100,0,2228,5.876571,8.6237,681.442,115.959,11.5601,13093,1518.25,942.55,198.399,21.245,343.743,0.047,91.8,7.6,55612,73669,369968,,,11.9,16770.9,17752,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,2
2026-06-26T20:44:14,/home/colligo/Distill-Spec-Research/checkpoints/jsd_mathhard_s123/ckpt_best,math_eval,traversal_dL2,3,8,100,0,2190,5.988128,6.5803,910.013,151.969,13.6292,13114,1992.93,1348.07,268.29,24.971,331.654,0.107,99.7,6.3,55840,25840,132654,,,65.8,16770.9,17834,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,2
2026-06-26T23:44:44,/home/colligo/Distill-Spec-Research/checkpoints/jsd_mathhard_s123/ckpt_best,math_eval,traversal_dL2,4,8,100,0,2222,5.920792,8.5117,695.606,117.485,15.4523,13156,1545.64,888.251,239.984,31.689,373.887,0.043,99.3,8.3,56248,29747,176921,,,4.2,16770.9,17968,cuda:0,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,2
2026-06-27T03:05:45,/home/colligo/Distill-Spec-Research/checkpoints/jsd_flat_enrich_K1_mathhard_s123/ckpt_best,math_eval,traversal_dL3,2,8,100,0,2158,6.081557,12.5669,483.933,79.574,10.8712,13124,1044.33,870.772,123.781,3.897,33.97,0.061,21.7,3.7,19039,14512,74140,,,41.8,16770.9,17752,cuda:1,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,3
2026-06-27T03:42:24,/home/colligo/Distill-Spec-Research/checkpoints/jsd_flat_enrich_K1_mathhard_s123/ckpt_best,math_eval,traversal_dL3,3,8,100,0,2120,6.205189,12.9516,479.107,77.211,12.3778,13155,1015.71,847.304,120.208,4.39,33.088,0.06,22,3.8,19141,14162,97805,,,41.7,16770.9,17854,cuda:1,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,3
2026-06-27T04:19:36,/home/colligo/Distill-Spec-Research/checkpoints/jsd_flat_enrich_K1_mathhard_s123/ckpt_best,math_eval,traversal_dL3,4,8,100,0,2145,6.119347,12.3408,495.861,81.032,13.6093,13126,1063.62,885.973,126.635,5.169,34.693,0.068,21.6,3.7,19255,16249,71681,,,47.4,16770.9,17968,cuda:1,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,3
2026-06-27T03:06:56,/home/colligo/Distill-Spec-Research/checkpoints/jsd_flat_enrich_K3_mathhard_s123/ckpt_best,math_eval,traversal_dL3,2,8,100,0,2087,6.288931,13.0188,483.064,76.812,10.8333,13125,1008.15,842.443,118.936,3.604,32.589,0.059,21.8,3.7,19059,14070,73065,,,41.6,16770.9,17772,cuda:3,123,bf16,12,NVIDIA A100-SXM4-80GB,4,79.2,580.126.09,96,48,1121.8,Linux-6.12.68-92.122.amzn2023.x86_64-x86_64-with-glibc2.39,,sdpa,3
